37,1,104.17631007149946,101.92595988359267,77.47672190885221,45.87669924462739
37,2,307.7518503888707,218.0574690871722,77.09295542497722,34.536253959656534
39,1,111.17873010786667,104.63162066251186,70.76016696150242,42.57268657333552
39,2,307.8511973641256,219.10932397493733,78.6571154186729,35.496719996723044
41,1,115.29673826809946,105.20728807477678,62.06962227887237,36.469653919214636
41,2,309.64937285130003,219.52874586941036,74.33243894008149,33.23617514711145
43,1,112.74578094828189,105.50423542919319,66.08375165971853,38.93913162182909
43,2,308.8593164708527,218.37077919815707,78.17193442864499,35.05507204750853
45,1,112.0064120682735,102.9771876922826,66.61205159052412,39.09481785648978
45,2,308.25714171923505,219.92435267800528,83.42593610883819,37.6531888219734
47,1,112.18891049195284,100.04840976116255,65.11348016615449,37.82326362445495
47,2,314.99069541769376,220.52727103915873,75.30321519110686,33.51438381149731
49,1,112.15533060434268,96.96353472295554,69.33109147661656,40.65985858895097
49,2,317.80263113581555,221.48621060239003,72.35706537895112,31.759061772860832
51,1,111.37867097909161,95.85643161940567,73.66286404941896,43.61478571009991
51,2,313.88673193200344,219.78229952431343,78.99863990396119,34.55573182121904
53,1,115.92720905367906,98.00916600000937,70.06212768587574,41.573400076625916
53,2,311.75590303186215,217.2503919170873,90.63622001828509,40.700851970314034
55,1,121.96438573475413,99.65185780420558,62.75842595464326,36.71220712665246
55,2,312.6190092540001,220.61175576034717,91.71773302633255,41.80075302959884
57,1,124.33325744796615,101.04758438791184,61.76065206824917,35.50102500608908
57,2,314.07824117262135,221.44536907047387,94.91957090749213,44.769193827735194
59,1,125.1785709224958,100.18347581394146,56.54714860551809,31.015627426586022
59,2,322.7659215362919,223.03247863085872,83.65664478168986,39.62071559136834
61,1,123.7725814582728,101.32020956268609,59.24944626655032,31.491427411211376
61,2,327.00453145147605,220.34447114897097,76.12845102773997,35.99772505489341
63,1,125.16866010369874,98.97199794262976,63.211660260988324,33.00820288719687
63,2,329.3375807547847,220.05093881191664,73.70768688251525,34.665684885991595
65,1,125.10851064515124,96.80433341574951,68.38630154326368,35.56044519121588
65,2,331.3039707392998,222.65724808974008,71.83178618141545,33.51886586554892
67,1,122.51446477884711,97.30058344628958,72.82526171371309,37.82073945549848
67,2,334.8498387762711,221.58238329526566,70.10792021422901,32.42602313182772
69,1,128.0807742935517,100.09251713351613,67.73980895859037,34.843196862703124
69,2,334.073649280786,220.50379666977366,72.81059791987622,33.39599480504327
71,1,136.0596019548778,99.93739989929696,59.46695136793093,29.544342051204808
71,2,336.5238696812409,223.4385777476831,71.5737914587491,32.42097059858045
