251,1,243.1,63.3,45.8,0.5,51.9
251,2,485.2,212.4,56.0,20.9,65.8
253,1,242.9,63.0,45.3,7.6,51.9
253,2,484.0,214.3,51.2,10.9,63.7
255,1,247.1,61.0,51.7,24.3,52.1
255,2,483.7,215.1,49.0,22.6,62.4
257,1,248.3,63.0,47.5,12.3,52.2
257,2,487.0,212.7,51.7,13.9,61.3
259,1,248.7,63.7,44.6,1.7,52.1
259,2,488.4,212.5,52.4,12.3,60.2
261,1,248.9,64.0,40.8,10.7,51.9
261,2,488.9,212.4,51.8,4.7,59.2
263,1,253.2,63.5,47.5,2.9,51.9
263,2,492.4,210.4,57.5,4.9,58.5
265,1,255.5,60.3,51.1,7.7,52.0
265,2,493.3,210.0,57.1,2.9,57.8
267,1,255.9,59.8,49.9,5.8,52.1
267,2,493.3,208.8,51.4,3.3,56.9
269,1,253.7,57.0,49.4,0.2,52.1
269,2,495.5,210.8,51.0,8.8,56.1
271,1,252.8,56.0,48.3,13.0,52.0
271,2,496.0,210.9,48.1,14.4,55.8
273,1,256.4,55.6,50.4,18.3,52.1
273,2,497.1,209.9,50.2,15.0,55.6
275,1,260.0,53.6,53.0,4.6,52.3
275,2,499.4,209.2,50.2,17.0,55.3
277,1,259.2,54.7,48.9,11.2,52.4
277,2,503.4,210.8,52.8,17.2,55.1
279,1,262.3,56.5,48.6,3.3,52.4
279,2,504.3,211.5,52.5,16.9,55.0
281,1,263.5,57.2,46.6,7.2,52.2
281,2,504.7,211.8,52.5,15.1,54.9
283,1,264.6,56.2,48.8,2.7,52.3
283,2,504.1,211.3,50.5,20.0,54.7
285,1,266.9,56.2,48.4,15.3,52.4
285,2,503.2,210.1,47.4,7.6,54.5
287,1,264.7,54.2,46.1,11.4,52.3
287,2,506.1,210.0,51.4,1.9,54.4
289,1,263.5,50.2,46.9,1.4,52.3
289,2,507.4,210.3,52.2,0.5,54.2
291,1,263.0,48.7,48.6,2.3,52.3
291,2,507.9,210.4,52.2,7.4,54.2
293,1,265.5,46.5,52.5,1.0,52.5
293,2,509.7,209.1,51.6,8.4,54.2
295,1,266.8,46.4,53.0,7.6,52.5
295,2,512.3,205.2,53.9,8.7,54.3
297,1,267.5,47.6,48.8,4.9,52.6
297,2,512.5,205.2,51.0,9.7,54.3
299,1,274.1,52.5,49.4,16.4,52.7
299,2,513.2,207.3,50.6,4.5,54.2
301,1,276.5,54.4,50.1,14.2,52.9
301,2,513.5,208.0,48.5,5.1,54.1
303,1,275.7,52.5,47.4,10.7,52.9
303,2,514.5,206.7,49.8,4.0,53.9
305,1,276.3,47.9,49.2,1.1,52.9
305,2,515.2,206.8,46.5,6.6,53.7
307,1,274.9,47.4,46.6,10.9,52.8
307,2,519.4,206.9,50.5,2.9,53.7
309,1,272.8,42.1,46.4,8.4,52.7
309,2,520.2,206.9,50.5,2.2,53.6
311,1,272.0,40.2,48.2,2.8,52.7
311,2,520.5,206.9,49.4,0.8,53.7
313,1,275.5,39.6,51.6,5.1,52.8
313,2,520.6,208.6,47.1,1.7,53.6
315,1,277.4,38.4,50.9,3.4,52.7
315,2,522.5,206.6,49.3,10.0,53.6
317,1,278.4,40.9,46.8,6.7,52.6
317,2,524.2,205.5,50.4,16.7,53.5
319,1,282.0,44.1,46.6,0.8,52.6
319,2,525.5,204.1,50.5,18.4,53.5
321,1,283.3,45.5,48.8,8.9,52.7
321,2,525.9,203.6,47.7,20.9,53.3
323,1,285.5,41.5,51.0,7.0,52.7
323,2,530.3,203.0,51.5,14.5,53.4
325,1,286.2,42.4,50.1,0.0,52.7
325,2,529.6,202.2,46.9,12.0,53.4
327,1,286.1,38.2,51.1,6.1,52.9
327,2,531.6,203.2,47.9,11.3,53.3
329,1,288.4,36.7,52.5,11.2,53.1
329,2,534.0,204.3,48.7,7.8,53.2
331,1,289.2,36.2,54.2,13.8,53.2
331,2,534.8,205.0,51.8,1.8,53.2
333,1,288.8,35.4,48.5,11.7,53.1
333,2,534.5,203.7,52.4,13.8,53.2
335,1,289.9,36.1,48.5,11.7,52.9
335,2,537.5,204.2,51.6,12.8,53.1
337,1,290.3,37.7,49.4,20.2,53.0
337,2,540.6,203.7,52.8,2.9,53.2
339,1,294.4,36.7,53.9,25.3,53.1
339,2,540.1,205.1,52.5,2.8,53.2
341,1,295.9,37.4,49.4,10.3,53.1
341,2,539.8,205.7,47.3,8.0,53.2
343,1,297.1,37.0,47.9,6.3,53.1
343,2,543.0,204.9,50.2,3.7,53.2
345,1,297.1,37.2,47.4,8.8,53.1
345,2,545.1,204.3,52.2,0.0,53.4
347,1,301.4,35.3,52.8,24.7,53.2
347,2,546.0,203.5,50.5,2.2,53.4
349,1,301.5,33.1,53.7,23.3,53.4
349,2,548.1,202.1,53.6,1.0,53.4
351,1,301.6,32.8,50.5,25.0,53.5
351,2,548.5,201.3,51.6,11.5,53.5
353,1,299.9,32.7,45.2,24.6,53.3
353,2,551.0,200.0,52.0,6.6,53.6
355,1,302.9,32.7,48.3,17.9,53.2
355,2,552.5,201.8,49.8,5.3,53.6
357,1,304.7,32.4,48.4,4.7,53.3
357,2,556.1,203.1,52.6,16.6,53.7
359,1,305.3,33.3,48.4,2.4,53.3
359,2,556.3,200.7,53.2,15.3,53.7
361,1,305.4,33.7,47.0,13.7,53.3
361,2,556.0,199.8,53.4,8.4,53.9
363,1,303.8,32.5,44.1,4.5,53.1
363,2,560.7,200.5,57.9,13.4,54.0
365,1,307.1,31.7,48.8,17.6,53.1
365,2,562.5,200.7,56.7,8.0,54.3
367,1,310.8,32.0,50.3,18.9,53.1
367,2,562.8,202.5,55.6,9.0,54.4
369,1,312.3,32.2,51.5,14.9,53.0
369,2,563.5,201.2,56.7,2.6,54.6
371,1,312.9,32.3,49.0,18.4,52.8
371,2,563.6,201.0,54.6,9.6,54.7
373,1,311.8,30.1,47.8,8.2,52.8
373,2,566.7,200.0,54.3,7.5,54.8
375,1,315.8,28.6,51.6,3.7,52.9
375,2,567.0,199.2,55.3,4.3,54.8
377,1,315.4,30.3,46.5,22.7,52.8
377,2,570.1,197.3,57.9,10.7,55.0
379,1,316.5,32.0,45.7,28.4,52.6
379,2,571.3,195.0,59.4,10.8,55.1
381,1,316.9,32.0,46.1,16.8,52.6
381,2,571.6,194.8,58.2,15.7,55.4
383,1,316.7,33.3,42.4,13.6,52.4
383,2,571.0,195.7,57.1,15.3,55.6
385,1,321.4,34.7,48.8,21.1,52.4
385,2,569.7,196.8,51.0,9.7,55.6
387,1,322.9,34.7,50.6,20.0,52.4
387,2,573.4,195.6,54.1,7.5,55.7
389,1,323.4,34.0,51.5,18.0,52.3
389,2,578.9,195.4,59.0,1.2,55.8
391,1,323.0,33.7,47.4,18.7,52.3
391,2,580.8,195.3,61.4,9.1,56.0
393,1,326.6,34.9,49.2,18.3,52.4
393,2,582.5,196.3,60.8,0.0,56.2
395,1,327.6,32.6,49.6,17.1,52.4
395,2,581.4,195.7,57.9,14.2,56.4
397,1,328.0,31.5,47.8,19.4,52.4
397,2,580.5,198.2,55.3,2.6,56.5
399,1,326.8,36.2,43.9,36.7,52.3
399,2,582.2,197.2,57.3,3.0,56.6
401,1,326.2,38.2,41.1,41.2,52.1
401,2,582.8,197.4,52.3,2.1,56.5
403,1,331.1,37.9,45.3,41.7,52.4
403,2,584.6,198.5,55.1,1.7,56.5
405,1,330.2,38.7,44.0,30.7,52.5
405,2,585.6,197.2,54.3,10.4,56.4
407,1,331.7,38.7,43.0,27.0,52.5
407,2,587.9,195.7,54.7,8.3,56.4
409,1,334.2,41.9,45.3,32.1,52.6
409,2,591.4,195.2,57.9,4.2,56.4
411,1,334.8,43.1,46.7,41.7,52.1
411,2,592.6,195.0,58.7,3.8,56.5
413,1,336.6,44.2,47.7,54.4,50.9
413,2,590.1,194.6,53.9,2.8,56.5
415,1,338.9,40.3,48.1,39.1,48.8
415,2,592.0,194.4,52.8,3.5,56.5
417,1,339.5,37.7,45.0,22.6,48.8
417,2,595.7,194.1,56.1,15.5,56.4
419,1,341.5,37.3,46.0,29.4,48.6
419,2,600.4,195.3,61.8,20.9,56.5
421,1,342.3,37.1,45.0,20.6,48.3
421,2,602.1,195.7,59.7,17.8,56.5
423,1,344.2,39.0,47.0,19.4,47.8
423,2,601.6,196.9,56.6,18.4,56.5
425,1,343.1,41.8,42.4,21.2,47.8
425,2,599.3,196.0,54.6,15.9,56.6
427,1,341.6,43.5,41.2,29.1,47.1
427,2,599.8,195.7,51.5,13.1,56.5
429,1,339.1,44.4,39.8,30.2,46.0
429,2,601.6,195.9,53.3,10.6,56.4
431,1,338.2,44.7,40.8,35.6,45.0
431,2,602.2,195.9,52.2,2.5,56.1
433,1,343.2,44.2,42.7,36.9,45.0
433,2,602.1,196.3,50.2,14.4,55.9
435,1,346.2,43.6,43.4,34.8,45.0
435,2,604.0,195.5,48.7,4.6,55.7
437,1,349.2,41.2,44.7,4.1,45.0
437,2,605.3,194.8,49.4,0.8,55.6
439,1,351.4,42.1,46.9,4.3,45.4
439,2,605.2,195.9,49.2,0.6,55.4
441,1,352.2,42.4,50.0,3.3,48.7
441,2,605.0,196.3,45.2,0.7,55.2
443,1,353.4,40.6,46.9,12.0,50.5
443,2,605.6,194.8,43.4,1.1,54.9
445,1,350.0,43.5,40.5,0.4,50.7
445,2,606.1,194.2,44.7,12.6,54.6
447,1,347.5,47.2,38.1,2.5,50.9
447,2,606.3,192.7,43.9,0.8,54.4
449,1,351.3,49.0,42.2,10.2,51.2
449,2,605.3,194.5,42.6,13.6,54.0
451,1,352.6,49.6,45.2,11.9,50.7
451,2,605.0,194.8,39.3,11.8,53.6
453,1,352.5,49.2,42.5,5.2,50.0
453,2,607.4,193.3,40.4,7.5,53.2
455,1,353.1,46.7,41.2,16.5,49.7
455,2,610.0,194.4,40.1,6.8,52.8
457,1,357.1,45.4,43.0,15.3,49.7
457,2,612.3,195.8,41.0,0.0,52.5
459,1,359.6,45.2,45.2,12.2,49.6
459,2,613.4,197.6,42.1,8.5,51.9
461,1,360.6,45.5,45.6,8.5,49.7
461,2,613.8,198.3,42.1,7.6,51.4
463,1,358.2,45.6,38.6,2.7,49.3
463,2,613.0,200.5,43.2,22.9,51.1
465,1,355.4,48.5,35.8,5.7,49.1
465,2,612.6,196.2,39.0,4.4,50.6
467,1,354.9,51.3,35.8,9.5,48.9
467,2,611.4,194.8,33.0,5.7,50.1
469,1,356.0,53.3,39.4,7.9,48.9
469,2,612.9,194.6,32.0,5.7,49.4
471,1,356.5,54.1,36.1,7.1,48.8
471,2,613.5,194.5,31.1,10.3,48.7
473,1,357.6,52.4,36.1,9.2,48.6
473,2,617.3,193.2,36.1,8.7,48.2
475,1,361.5,48.5,38.0,5.8,48.4
475,2,619.1,192.3,39.5,1.0,47.9
477,1,363.7,46.4,38.3,4.9,48.2
477,2,618.4,188.4,37.1,23.3,47.4
479,1,365.8,51.0,40.8,22.9,47.9
479,2,617.7,185.1,37.0,40.0,46.9
481,1,366.6,52.9,38.1,34.9,47.5
481,2,617.4,184.0,35.8,29.0,46.5
483,1,365.1,52.4,37.7,14.6,47.1
483,2,614.5,182.3,32.6,48.2,46.0
485,1,363.6,54.6,35.8,5.7,46.9
485,2,620.1,193.5,33.1,13.1,45.5
487,1,358.7,58.7,29.4,32.6,46.5
487,2,623.3,201.4,32.6,25.3,45.0
489,1,362.2,59.6,32.2,26.6,46.1
489,2,623.8,200.6,31.6,18.4,45.0
491,1,363.4,60.2,31.4,27.6,45.5
491,2,623.9,200.5,33.5,27.0,45.0
493,1,364.5,59.8,32.2,28.0,45.0
493,2,621.0,200.7,29.6,28.6,45.0
495,1,368.5,57.3,35.2,23.5,45.0
495,2,619.3,199.2,24.5,26.4,45.0
497,1,370.1,55.1,34.1,18.3,45.0
497,2,620.8,200.8,20.6,14.5,45.0
497,3,175.3,67.9,38.1,25.3,45.0
499,1,370.9,59.0,35.6,30.5,45.0
499,2,622.1,198.8,20.2,15.3,45.0
499,3,176.3,65.7,36.2,40.0,45.0
501,1,371.2,60.6,34.2,25.9,45.0
501,2,622.9,198.0,21.0,36.7,45.0
501,3,176.7,65.2,35.8,40.3,45.0
503,1,370.6,58.3,31.9,3.4,45.0
503,2,627.3,180.1,31.8,51.2,45.0
503,3,180.6,63.0,34.4,47.9,45.0
505,1,367.7,59.2,30.5,0.0,45.0
505,2,628.3,177.8,34.1,40.2,45.0
505,3,181.2,66.0,37.6,23.4,45.0
507,1,366.3,64.8,33.6,19.8,45.0
507,3,180.0,68.9,34.7,6.8,45.0
509,1,363.7,67.3,34.0,32.6,45.0
509,3,179.2,71.5,35.5,22.0,45.0
511,1,363.8,66.6,29.7,37.1,45.0
511,3,178.9,72.5,35.8,3.9,45.0
513,1,364.1,66.3,29.2,62.1,45.0
513,3,183.1,70.5,37.2,30.1,45.0
515,1,370.8,68.0,34.2,52.7,45.0
515,3,183.7,72.0,38.3,41.1,45.0
517,1,372.1,69.0,33.4,39.0,45.0
517,3,182.5,75.3,35.2,44.8,45.0
519,1,373.5,65.7,31.1,26.2,45.0
519,3,180.2,76.1,33.3,43.3,45.0
521,1,374.7,64.8,31.9,8.1,45.0
521,3,179.2,76.0,33.1,42.7,45.0
523,1,372.5,64.7,31.1,9.9,45.0
523,3,179.1,79.3,37.6,13.4,45.0
525,1,372.0,71.5,33.9,0.0,45.0
525,3,183.1,79.4,36.1,5.3,45.0
527,1,373.1,74.2,34.1,8.7,45.0
527,3,185.2,79.5,36.1,7.1,45.0
529,1,371.2,75.1,32.2,16.9,45.0
529,3,186.9,78.6,35.8,5.9,45.0
531,1,370.5,75.4,31.6,29.6,45.0
531,3,187.6,78.5,36.1,15.9,45.0
533,1,373.4,74.5,34.4,37.4,45.0
533,3,185.9,76.5,33.3,31.8,45.0
535,1,375.2,78.7,37.6,40.2,45.0
535,3,183.3,75.4,27.2,15.3,45.0
537,1,377.2,76.3,35.8,15.8,45.0
537,3,182.9,79.7,28.0,24.8,45.0
539,1,378.0,74.8,33.6,13.1,45.0
539,3,183.7,82.8,30.2,29.0,45.0
541,1,378.2,74.1,35.2,16.1,45.0
541,3,183.7,83.9,33.3,53.4,45.0
543,1,380.2,73.9,35.4,4.6,45.0
543,3,184.3,83.9,33.8,45.5,45.0
545,1,379.6,79.9,37.5,1.8,45.0
545,3,185.2,84.5,35.5,22.3,45.0
547,1,381.2,80.2,36.8,27.6,45.0
547,3,185.2,84.1,34.5,8.1,45.0
549,1,381.3,80.0,35.4,23.9,45.0
549,3,186.8,83.6,33.6,9.5,45.0
551,1,381.3,79.9,36.1,26.0,45.0
551,3,187.1,83.4,33.0,29.9,45.0
553,1,379.9,83.2,39.4,6.7,45.0
553,3,186.3,81.7,29.2,28.5,45.0
555,1,381.4,86.1,43.9,4.3,45.0
555,3,185.6,81.7,25.5,20.6,45.0
557,1,381.3,88.1,41.2,8.9,45.0
557,3,185.6,85.1,29.7,20.0,45.0
559,1,382.2,87.2,38.5,14.5,45.0
559,3,187.0,86.2,31.8,14.1,45.0
561,1,382.5,86.8,38.0,5.8,45.0
561,3,187.4,86.6,31.1,5.8,45.0
563,1,388.2,84.7,39.1,27.4,45.0
563,3,187.3,86.1,27.0,13.1,45.0
565,1,390.4,88.1,43.9,7.4,45.0
565,3,189.1,86.8,27.8,11.2,45.0
567,1,391.1,86.1,39.6,31.8,45.0
567,3,187.6,91.0,31.3,36.5,45.0
569,1,389.7,85.9,36.1,37.2,45.0
569,3,185.2,93.3,32.0,48.5,45.0
571,1,389.1,86.4,36.8,22.2,45.2
571,3,184.7,93.4,31.6,43.6,45.0
573,1,389.6,88.6,37.4,36.0,45.4
573,3,182.9,91.1,26.6,51.6,45.0
575,1,388.7,91.1,40.2,17.8,45.5
575,3,182.5,92.8,26.0,30.3,45.0
577,1,388.7,92.7,37.6,6.4,45.6
577,3,183.7,93.8,28.9,22.4,45.0
579,1,387.0,93.9,36.2,3.7,45.7
579,3,183.5,96.4,31.8,21.3,45.0
581,1,386.3,94.3,39.4,17.7,45.8
581,3,183.4,97.4,34.1,15.4,45.0
583,1,391.4,94.8,42.4,7.7,46.2
583,3,181.8,96.4,30.0,31.0,45.0
585,1,395.6,94.9,41.7,1.8,46.4
585,3,180.5,95.7,27.0,45.0,45.0
587,1,396.5,95.3,43.3,13.2,46.6
587,3,178.7,96.1,25.0,61.9,45.0
589,1,397.8,93.8,43.4,5.3,46.9
589,3,176.4,100.8,28.1,72.2,45.0
591,1,398.6,93.1,43.4,20.8,47.3
591,3,176.3,102.6,32.8,40.7,45.0
593,1,400.2,93.5,39.1,38.3,47.3
593,3,177.2,103.5,31.6,32.5,45.0
595,1,402.1,94.7,39.7,49.8,47.1
595,3,179.8,102.9,27.2,36.1,45.0
597,1,401.0,94.4,39.6,46.5,47.3
597,3,181.2,103.9,27.0,47.4,45.0
599,1,398.2,98.6,41.6,33.1,47.5
599,3,181.4,104.9,28.1,57.1,45.0
601,1,397.2,100.2,43.8,9.3,47.8
601,3,181.5,105.3,26.1,66.3,45.0
603,1,401.1,101.7,42.4,7.9,47.8
603,3,183.1,103.5,24.0,60.0,45.0
605,1,402.6,102.6,40.3,21.8,47.8
605,3,183.8,104.0,25.1,26.6,45.0
607,1,404.1,101.6,42.0,17.8,47.8
607,3,184.0,107.5,29.1,0.3,45.0
609,1,407.8,103.8,46.4,13.3,48.0
609,3,182.4,109.1,31.4,4.2,45.0
611,1,409.3,104.6,46.9,2.5,48.3
611,3,181.8,109.7,33.2,8.1,45.0
613,1,410.1,100.9,41.3,22.8,48.4
613,3,179.6,110.2,35.2,6.1,45.0
613,4,449.3,341.6,87.8,12.7,77.1
615,1,410.1,100.8,40.8,35.5,48.5
615,3,182.1,109.7,30.0,7.7,45.0
615,4,448.0,338.5,84.3,21.0,77.0
617,1,410.7,102.0,43.3,44.1,48.9
617,3,183.4,114.8,32.0,0.0,45.0
617,4,447.4,339.3,82.6,15.5,76.7
619,1,411.9,105.9,45.3,44.4,49.8
619,3,183.2,117.4,34.0,0.0,45.0
619,4,445.8,337.2,84.2,18.9,76.5
621,1,412.3,107.3,46.7,30.6,49.9
621,3,183.1,118.2,35.0,18.2,45.0
621,4,445.3,336.5,84.2,13.7,76.3
623,1,411.4,108.7,43.2,2.0,50.0
623,3,181.1,117.5,33.2,27.0,45.0
623,4,439.9,335.9,86.1,17.3,76.3
625,1,409.0,109.6,40.3,2.1,49.9
625,3,180.0,118.8,34.5,32.9,45.0
625,4,437.9,334.7,86.7,23.6,76.3
627,1,415.5,108.9,44.7,1.4,50.1
627,3,177.2,123.3,41.0,33.0,45.0
627,4,436.6,334.3,84.0,19.1,76.2
629,1,418.4,109.3,47.6,0.8,50.2
629,3,180.0,123.9,40.8,38.2,45.0
629,4,432.9,337.0,86.5,10.2,76.3
631,1,419.5,109.4,47.7,14.6,50.2
631,3,180.9,124.1,43.4,30.4,45.0
631,4,431.5,338.2,84.3,10.1,76.3
633,1,420.2,107.1,44.3,15.0,50.1
633,3,182.3,124.1,43.1,23.7,45.0
633,4,431.1,334.7,85.9,12.1,76.2
635,1,424.0,103.4,44.6,3.8,49.8
635,3,182.5,128.0,43.1,14.8,45.0
635,4,428.7,334.7,83.4,5.0,76.1
637,1,425.4,105.7,46.6,20.0,50.0
637,3,184.5,125.8,39.1,23.7,45.0
637,4,426.9,333.8,81.7,9.3,75.9
639,1,423.6,106.7,45.6,30.0,50.1
639,3,186.5,126.3,40.0,30.9,45.0
639,4,424.3,332.1,81.7,13.9,75.7
641,1,423.0,107.0,40.5,39.2,50.0
641,3,187.3,126.4,40.0,23.1,45.0
641,4,423.4,331.5,85.9,10.1,75.6
643,1,422.0,112.0,39.4,25.2,50.1
643,3,188.0,130.7,44.0,27.2,45.0
643,4,419.9,333.9,85.6,1.0,75.5
645,1,421.9,115.6,41.7,9.6,50.0
645,3,188.2,133.0,42.0,19.4,45.0
645,4,416.6,333.2,86.3,3.9,75.4
647,1,422.5,117.2,46.0,2.0,50.0
647,3,188.6,131.1,38.1,25.9,45.2
647,4,417.4,331.9,83.4,4.4,75.3
649,1,423.0,116.2,45.3,1.4,50.0
649,3,188.0,131.4,38.2,28.3,45.6
649,4,412.3,331.8,87.1,4.5,75.3
651,1,423.2,115.7,43.4,19.3,49.9
651,3,187.8,131.4,40.3,29.8,46.1
651,4,410.4,331.8,87.1,1.7,75.3
653,1,426.2,118.4,46.6,26.1,50.1
653,3,185.3,135.4,43.1,6.6,46.4
653,4,409.0,330.1,86.8,5.0,75.3
655,1,427.0,119.5,47.4,20.6,50.3
655,3,183.7,136.9,43.0,0.0,47.1
655,4,407.6,328.9,82.9,4.4,75.2
657,1,430.3,116.5,49.6,4.4,50.5
657,3,182.2,137.0,41.0,2.9,47.5
657,4,405.5,330.1,82.0,11.1,75.2
659,1,431.4,113.9,48.8,9.0,50.6
659,3,180.3,137.4,40.1,9.0,47.9
659,4,402.9,330.8,84.2,16.2,75.2
661,1,431.9,113.1,44.3,21.0,50.5
661,3,179.6,137.5,41.0,5.7,48.0
661,4,401.6,331.8,84.2,12.8,75.2
663,1,435.2,113.1,44.3,38.2,50.5
663,3,179.0,138.1,43.0,2.5,48.2
663,4,401.5,329.3,82.0,13.7,75.1
665,1,434.8,119.9,44.9,4.3,50.7
665,3,181.2,142.0,46.1,14.0,48.5
665,4,399.2,324.2,81.6,7.9,74.9
667,1,436.7,120.9,47.4,5.9,50.8
667,3,182.4,143.8,43.4,1.1,48.4
667,4,393.1,324.8,87.0,2.0,75.0
669,1,435.8,123.7,47.6,3.9,50.8
669,3,182.1,145.8,43.4,4.9,48.5
669,4,393.5,323.0,86.0,7.5,75.0
671,1,435.9,124.6,46.8,13.6,50.8
671,3,182.0,146.3,43.3,13.4,48.5
671,4,393.8,322.1,82.5,3.0,74.9
673,1,433.6,130.2,47.5,46.5,50.8
673,3,180.6,147.2,45.0,12.6,48.6
673,4,393.0,320.7,82.5,4.1,74.8
675,1,434.3,130.6,49.5,46.5,51.1
675,3,179.1,147.1,44.0,20.6,48.6
675,4,385.5,321.9,83.5,0.8,74.8
677,1,437.1,128.8,49.2,39.8,51.4
677,3,177.9,146.2,42.2,37.0,48.7
677,4,383.4,320.7,83.2,3.9,74.9
679,1,441.1,126.5,51.1,33.0,51.6
679,3,177.1,145.7,40.2,43.7,48.7
679,4,381.7,317.2,85.4,4.4,75.0
681,1,442.7,125.5,47.5,9.5,51.4
681,3,176.5,145.5,42.6,44.7,48.8
681,4,381.6,316.0,85.1,8.2,74.9
683,1,444.9,129.6,49.9,3.1,51.7
683,3,176.0,147.0,43.7,52.7,48.9
683,4,378.2,316.7,83.5,10.4,74.9
685,1,446.0,130.2,51.0,13.2,51.9
685,3,177.4,149.5,42.6,40.9,49.1
685,4,380.2,315.0,80.7,10.3,74.7
687,1,445.6,129.6,46.0,8.5,51.9
687,3,179.3,151.1,42.1,39.5,49.4
687,4,373.9,314.7,82.5,9.2,74.7
689,1,445.2,129.1,43.8,5.7,51.9
689,3,182.0,152.0,43.0,31.2,49.6
689,4,370.3,317.8,82.6,4.9,74.5
691,1,445.0,128.9,44.8,20.6,51.9
691,3,183.0,153.0,42.2,20.2,49.6
691,4,369.0,319.0,83.9,0.4,74.4
693,1,445.5,129.4,45.5,19.1,51.9
693,3,183.1,155.9,46.0,2.1,49.6
693,4,369.2,313.4,81.9,7.5,74.3
695,1,445.0,134.1,47.4,15.2,51.9
695,3,179.4,155.4,41.2,7.0,49.6
695,4,363.5,311.1,88.5,12.2,74.4
697,1,444.5,136.4,45.3,38.7,51.9
697,3,176.5,155.2,38.6,4.0,49.5
697,4,362.3,309.4,87.6,18.5,74.6
699,1,444.0,137.8,43.1,45.9,52.3
699,3,177.3,158.6,40.4,6.4,49.5
699,4,361.6,307.8,88.9,24.5,74.8
701,1,443.7,138.3,43.9,60.5,52.2
701,3,177.6,160.2,43.2,0.2,49.5
701,4,361.4,307.2,82.9,19.8,74.7
703,1,450.0,137.2,48.8,28.4,52.5
703,3,176.1,161.4,43.1,19.5,49.7
